Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Gottlieb-Cruickshank  ,"Denesik, Walter and Beatty Pharma Plc",Ostrów Mazowiecka,Poland,52.8,21.9,Pharmacy,Institution,Methiclotide,Antibiotics,10.0,458,4580.0,March,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Herman-Koss Pharm,Lubsko,Poland,51.7877,14.9724,Hospital,Private,Arivac,Antimalarial,10.0,567,5670.0,March,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,"Hansen, Fadel and Schroeder Pharm",Gniezno,Poland,52.5333,17.6,Pharmacy,Retail,Zithrotrol,Antiseptics,7.0,137,959.0,March,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Runte-Marquardt Pharmaceutical Ltd,Olecko,Poland,54.0333,22.5,Hospital,Private,Sumanazole,Analgesics,2.0,529,1058.0,March,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Schaefer-Rolfson ,Niepołomice,Poland,50.0339,20.2172,Hospital,Private,Flutacerol,Analgesics,3.0,745,2235.0,March,2018,Alan Ray,James Goodwill,Alfa
Smith Inc ,"Grimes, Jacobs and Durgan Pharm",Bełchatów,Poland,51.3667,19.3667,Hospital,Private,Syntheruvax Proracin,Antimalarial,2.0,86,172.0,March,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Jast-Cruickshank Pharma Plc,Białystok,Poland,53.1167,23.1667,Pharmacy,Retail,Abtasol,Antiseptics,2.0,754,1508.0,March,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Kunze PLC Pharm,Darłowo,Poland,54.4167,16.4167,Hospital,Private,Aggrakine,Antiseptics,2.0,47,94.0,April,2018,Morris Garcia,Tracy Banks,Bravo
Carter-Conn  ,Leannon-West Pharmacy,Cieszyn,Poland,49.75,18.6333,Pharmacy,Retail,Zithrotrol,Antiseptics,50.0,137,6850.0,April,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Balistreri-Watsica Pharmacy,Ełk,Poland,53.8167,22.35,Pharmacy,Retail,Interzide,Antimalarial,6.0,420,2520.0,April,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,Yundt-Crona Pharmaceutical Ltd,Siemiatycze,Poland,52.4272,22.8625,Hospital,Private,Quiniprosyn,Antiseptics,4.0,445,1780.0,April,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Lockman Ltd ,Połaniec,Poland,50.4333,21.2833,Pharmacy,Institution,Ibrulinum,Antipiretics,30.0,190,5700.0,April,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Ritchie-Rodriguez Pharm,Łuków,Poland,51.9167,22.3833,Pharmacy,Retail,Topifribrate,Analgesics,12.0,621,7452.0,April,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,"Denesik, Walter and Beatty Pharma Plc",Ostrów Mazowiecka,Poland,52.8,21.9,Pharmacy,Institution,Tracdomide,Antipiretics,12.0,548,6576.0,April,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Rohan Inc ,Chojnów,Poland,51.2667,15.9333,Pharmacy,Institution,Doxivorin,Antimalarial,1.0,516,516.0,April,2018,Steve Pepple,Tracy Banks,Bravo
Prohaska-Kuhic ,Jakubowski Inc Pharmaceutical Limited,Bolesławiec,Poland,51.2667,15.5667,Pharmacy,Retail,Immurenol Temarate,Antipiretics,42.0,303,12726.0,April,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Runolfsson, Swaniawski and Jaskolski Pharmacy",Sieradz,Poland,51.6,18.75,Hospital,Private,Methiclotide,Antibiotics,6.0,458,2748.0,April,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Jast-Cruickshank Pharma Plc,Białystok,Poland,53.1167,23.1667,Pharmacy,Retail,Symbitrim,Analgesics,10.0,536,5360.0,April,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jarosław,Poland,50.0162,22.6778,Hospital,Government,Sumanazole,Analgesics,30.0,529,15870.0,April,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Leffler-Russel Pharm,Konstancin-Jeziorna,Poland,52.0938,21.1176,Hospital,Private,Paronium Atracustone,Analgesics,60.0,414,24840.0,April,2018,Mary Gerrard,Britanny Bold,Delta
Prohaska-Kuhic ,Funk and Sons Pharmaceutical Limited,Tarnobrzeg,Poland,50.5833,21.6833,Pharmacy,Retail,Effigine Propraprex,Antimalarial,1.0,377,377.0,April,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Balistreri-Watsica Pharmacy,Ełk,Poland,53.8167,22.35,Pharmacy,Retail,Xenaminphen,Antimalarial,10.0,195,1950.0,April,2018,Sheila Stones,Britanny Bold,Delta
Smith Inc ,Feest-Kshlerin Pharmaceutical Ltd,Świdnik,Poland,51.2333,22.7,Pharmacy,Institution,Amphesirox,Antiseptics,5.0,25,125.0,April,2018,Steve Pepple,Tracy Banks,Bravo
Beier  ,"Beer, Kohler and Beatty Pharmaceutical Ltd",Rypin,Poland,53.0667,19.45,Pharmacy,Retail,Belavarix Benzabicin,Antibiotics,48.0,131,6288.0,April,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,"Lebsack, Yost and Heller Pharmaceutical Limited",Wieliczka,Poland,49.9894,20.0661,Pharmacy,Institution,Penitrana,Analgesics,24.0,179,4296.0,April,2018,Thompson Crawford,James Goodwill,Alfa
Cassin  ,"Crist, Wisoky and Nolan Pharmaceutical Ltd",Toruń,Poland,53.0167,18.6167,Pharmacy,Retail,Symbisine Prednimadin,Mood Stabilizers,5.0,304,1520.0,May,2018,Erica Jones,James Goodwill,Alfa
Stehr-Champlin  ,Crona Group Pharma Plc,Kwidzyn,Poland,53.7358,18.9308,Pharmacy,Institution,Diprolimus,Antiseptics,1.0,634,634.0,May,2018,Jessica Smith,Britanny Bold,Delta
Prohaska-Kuhic ,Nader-Borer Pharma Plc,Bielawa,Poland,50.6908,16.623,Pharmacy,Retail,Factofribrate,Mood Stabilizers,100.0,99,9900.0,May,2018,Mary Gerrard,Britanny Bold,Delta
Stehr-Champlin  ,Mann-Waelchi Pharm,Piotrków Trybunalski,Poland,51.4,19.6833,Hospital,Private,Solasteride,Mood Stabilizers,30.0,520,15600.0,May,2018,Sheila Stones,Britanny Bold,Delta
Stehr-Champlin  ,Kozey-Schroeder ,Jawor,Poland,51.05,16.1833,Hospital,Private,Ceretosine,Antiseptics,40.0,343,13720.0,May,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,"Leuschke, Waters and Schowalter Pharmaceutical Ltd",Krapkowice,Poland,50.4751,17.9654,Pharmacy,Institution,Factofribrate,Mood Stabilizers,316.0,99,31284.0,May,2018,Abigail Thompson,Tracy Banks,Bravo
Stehr-Champlin  ,Rohan Inc ,Chojnów,Poland,51.2667,15.9333,Pharmacy,Institution,Claripenem,Antibiotics,2.0,448,896.0,May,2018,Anne Wu,Britanny Bold,Delta
Rohan   ,Steuber Ltd Pharmacy,Ostrołęka,Poland,53.0833,21.5667,Hospital,Private,Trazozaprine,Mood Stabilizers,40.0,708,28320.0,May,2018,Alan Ray,James Goodwill,Alfa
Beier  ,"Cormier, Dietrich and Zulauf Pharma Plc",Puławy,Poland,51.4166,21.9694,Hospital,Government,Abilovir Aprotasol,Antipiretics,5.0,269,1345.0,May,2018,Jessica Smith,Britanny Bold,Delta
Stehr-Champlin  ,"Funk, Ratke and Heaney Pharmacy",Prabuty,Poland,53.7558,19.1975,Hospital,Government,Docstryl Rivacin,Antiseptics,3.0,789,2367.0,May,2018,Abigail Thompson,Tracy Banks,Bravo
Stehr-Champlin  ,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,20.0333,Pharmacy,Institution,Pazofenac,Mood Stabilizers,6.0,123,738.0,May,2018,Morris Garcia,Tracy Banks,Bravo
Stehr-Champlin  ,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private,Flutacerol,Analgesics,216.0,745,160920.0,May,2018,Morris Garcia,Tracy Banks,Bravo
Stehr-Champlin  ,Buckridge-Davis ,Legnica,Poland,51.2101,16.1619,Hospital,Private,Algluconium Dorzofoxin,Antibiotics,5.0,611,3055.0,May,2018,Anne Wu,Britanny Bold,Delta
Stehr-Champlin  ,"Schowalter, Runolfsson and VonRueden Pharmaceutical Ltd",Grudziądz,Poland,53.4925,18.7761,Pharmacy,Retail,Primatate Univatol,Mood Stabilizers,2.0,172,344.0,May,2018,Stella Given,Alisha Cordwell,Charlie
Cassin  ,"Wunsch, Mills and Walter ",Kielce,Poland,50.8725,20.6319,Pharmacy,Institution,Dexmebital Acanplan,Analgesics,120.0,170,20400.0,May,2018,Stella Given,Alisha Cordwell,Charlie
Beier  ,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Requimadin,Antimalarial,30.0,408,12240.0,May,2018,Erica Jones,James Goodwill,Alfa
Stehr-Champlin  ,"Greenholt, Donnelly and O'Reilly Pharmaceutical Limited",Rumia,Poland,54.5667,18.4,Pharmacy,Retail,Afluferon Entrarenone,Antimalarial,2.0,104,208.0,May,2018,Mary Gerrard,Britanny Bold,Delta
Beier  ,"Johnson, Friesen and Torphy Pharma Plc",Gryfino,Poland,53.2524,14.4883,Hospital,Government,Xenaderal,Mood Stabilizers,200.0,311,62200.0,May,2018,Thompson Crawford,James Goodwill,Alfa
Stehr-Champlin  ,Schimmel-Waelchi Pharmaceutical Ltd,Grodzisk Mazowiecki,Poland,52.1039,20.6337,Hospital,Government,Darlofen,Antipiretics,1.0,577,577.0,May,2018,Erica Jones,James Goodwill,Alfa
Beier  ,"Kertzmann, Quitzon and Harris Pharma Plc",Reszel,Poland,54.0504,21.1458,Hospital,Government,Relenvice,Antimalarial,48.0,459,22032.0,May,2018,Anne Wu,Britanny Bold,Delta
Lindgren-Simonis Pharm,"Kshlerin, Ryan and Leuschke Pharma Plc",Zielona Góra,Poland,51.9397,15.505,Hospital,Government,Cephovelam,Mood Stabilizers,6.0,542,3252.0,June,2018,Abigail Thompson,Tracy Banks,Bravo
Beier  ,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private,Aggretisol,Antimalarial,72.0,262,18864.0,June,2018,Erica Jones,James Goodwill,Alfa
Lindgren-Simonis Pharm,Buckridge-Strosin Pharmaceutical Limited,Pruszków,Poland,52.1667,20.8,Hospital,Government,Stelazolid,Antimalarial,5.0,73,365.0,June,2018,Erica Jones,James Goodwill,Alfa
Lindgren-Simonis Pharm,"Wunsch, Mills and Walter ",Kielce,Poland,50.8725,20.6319,Pharmacy,Institution,Halcifergen Nevazone,Antimalarial,4.0,710,2840.0,June,2018,Mary Gerrard,Britanny Bold,Delta
Lindgren-Simonis Pharm,Wolff Group Pharm,Gubin,Poland,51.95,14.7333,Hospital,Government,Acubulin,Antipiretics,1.0,490,490.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie
Stehr-Champlin  ,Hartmann-Wolf ,Trzebnica,Poland,51.305,17.0614,Hospital,Government,Abtasol,Antiseptics,10.0,754,7540.0,June,2018,Jessica Smith,Britanny Bold,Delta
Stehr-Champlin  ,"Bogan, Jacobs and Kris Pharmacy",Lubartów,Poland,51.4667,22.6,Pharmacy,Institution,Robapril,Antipiretics,5.0,453,2265.0,June,2018,Erica Jones,James Goodwill,Alfa
Beier  ,Keeling LLC Pharmacy,Olsztyn,Poland,53.78,20.4942,Pharmacy,Retail,Sevotrana Tiafoxin,Analgesics,40.0,460,18400.0,June,2018,Steve Pepple,Tracy Banks,Bravo
Lindgren-Simonis Pharm,Wolff Group Pharm,Gubin,Poland,51.95,14.7333,Hospital,Government,Thionide,Analgesics,10.0,113,1130.0,June,2018,Morris Garcia,Tracy Banks,Bravo
Lindgren-Simonis Pharm,Mills Inc Pharma Plc,Bydgoszcz,Poland,53.1167,18.0,Hospital,Private,Atrabicin Alkerotec,Antiseptics,300.0,249,74700.0,June,2018,Erica Jones,James Goodwill,Alfa
Rohan   ,"Bernier, Murphy and Rau Pharmaceutical Ltd",Ruda Śląska,Poland,50.2628,18.8536,Pharmacy,Institution,Xenaderal,Mood Stabilizers,540.0,311,167940.0,June,2018,Sheila Stones,Britanny Bold,Delta
Stehr-Champlin  ,"Schowalter, Runolfsson and VonRueden Pharmaceutical Ltd",Grudziądz,Poland,53.4925,18.7761,Pharmacy,Retail,Zithrotrol,Antiseptics,4.0,137,548.0,June,2018,Erica Jones,James Goodwill,Alfa
Lindgren-Simonis Pharm,Mante-Grady Pharm,Lubaczów,Poland,50.1556,23.123,Pharmacy,Institution,Hydroxyprosyn,Antibiotics,12.0,220,2640.0,June,2018,Alan Ray,James Goodwill,Alfa
Stehr-Champlin  ,Emard-O'Connell Pharmacy,Zakopane,Poland,49.2994,19.9519,Pharmacy,Retail,Zonixamine Immulinum,Analgesics,6.0,298,1788.0,June,2018,Stella Given,Alisha Cordwell,Charlie
Stehr-Champlin  ,Fadel-West ,Złotoryja,Poland,51.1264,15.9198,Pharmacy,Institution,Zarostral,Antipiretics,1.0,141,141.0,June,2018,Abigail Thompson,Tracy Banks,Bravo
Rohan   ,Funk and Sons Pharmaceutical Limited,Tarnobrzeg,Poland,50.5833,21.6833,Pharmacy,Retail,Solasteride,Mood Stabilizers,10.0,520,5200.0,June,2018,Steve Pepple,Tracy Banks,Bravo
Stehr-Champlin  ,Kling Inc Pharmaceutical Ltd,Ostrowiec Świętokrzyski,Poland,50.9333,21.4,Pharmacy,Institution,Amcibax Amcikeran,Analgesics,6.0,319,1914.0,June,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,"Reynolds, Jast and Mante Pharma Plc",Pleszew,Poland,51.8974,17.7856,Pharmacy,Institution,Neuropogen Empibax,Analgesics,1.0,605,605.0,June,2018,Alan Ray,James Goodwill,Alfa
Lindgren-Simonis Pharm,Abernathy Group Pharmaceutical Limited,Brzesko,Poland,49.9667,20.6167,Hospital,Government,Rositroban,Mood Stabilizers,5.0,481,2405.0,June,2018,Stella Given,Alisha Cordwell,Charlie
Lindgren-Simonis Pharm,Gottlieb-Cruickshank Pharma Plc,Brzeszcze,Poland,50.0,19.15,Hospital,Private,Hepavice,Mood Stabilizers,2.0,140,280.0,June,2018,Erica Jones,James Goodwill,Alfa
Beier  ,Hansen Group Pharm,Gryfów Śląski,Poland,51.0308,15.4202,Hospital,Private,Zonixamine Immulinum,Analgesics,40.0,298,11920.0,June,2018,Abigail Thompson,Tracy Banks,Bravo
Stehr-Champlin  ,Okuneva-Corkery ,Kostrzyn nad Odrą,Poland,52.5883,14.6667,Hospital,Government,Hemavate Spirolinum,Mood Stabilizers,3.0,210,630.0,June,2018,Thompson Crawford,James Goodwill,Alfa
Lindgren-Simonis Pharm,"McClure, Zemlak and Dibbert Pharma Plc",Gdańsk,Poland,54.3667,18.6333,Pharmacy,Retail,Interzide,Antimalarial,2160.0,420,907200.0,June,2018,Morris Garcia,Tracy Banks,Bravo
Prohaska-Kuhic ,Botsford and Sons Pharmaceutical Ltd,Kołobrzeg,Poland,54.1667,15.5667,Pharmacy,Institution,Kiovax Tercorolac,Analgesics,6.0,722,4332.0,June,2018,Stella Given,Alisha Cordwell,Charlie
Lindgren-Simonis Pharm,Cassin PLC Pharmacy,Miastko,Poland,54.0,16.9833,Hospital,Private,Acycpex,Mood Stabilizers,100.0,510,51000.0,June,2018,Sheila Stones,Britanny Bold,Delta
Beier  ,Leuschke PLC Pharmacy,Ciechanów,Poland,52.8817,20.6106,Pharmacy,Retail,Antilamin Clinbital,Antibiotics,100.0,664,66400.0,June,2018,Steve Pepple,Tracy Banks,Bravo
Stehr-Champlin  ,Welch-Langworth ,Warsaw,Poland,52.2167,21.0333,Pharmacy,Retail,Abobozolid,Antimalarial,10.0,75,750.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie
Lindgren-Simonis Pharm,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Raparidol,Mood Stabilizers,12.0,187,2244.0,June,2018,Steve Pepple,Tracy Banks,Bravo
Lindgren-Simonis Pharm,Runte-Marquardt Pharmaceutical Ltd,Olecko,Poland,54.0333,22.5,Hospital,Private,Lovapur,Mood Stabilizers,8.0,551,4408.0,June,2018,Jimmy Grey,Alisha Cordwell,Charlie
Stehr-Champlin  ,"Grimes, Jacobs and Durgan Pharm",Bełchatów,Poland,51.3667,19.3667,Hospital,Private,Effidomide Evofribrate,Antiseptics,1.0,612,612.0,June,2018,Morris Garcia,Tracy Banks,Bravo
Stehr-Champlin  ,"Cormier, Dietrich and Zulauf Pharma Plc",Puławy,Poland,51.4166,21.9694,Hospital,Government,Rebedase Aplencor,Mood Stabilizers,12.0,180,2160.0,June,2018,Morris Garcia,Tracy Banks,Bravo
Stehr-Champlin  ,"Hirthe, Williamson and Macejkovic Pharma Plc",Brzeg,Poland,50.8667,17.4833,Hospital,Government,Microroban Afatigomar,Antimalarial,20.0,478,9560.0,June,2018,Jessica Smith,Britanny Bold,Delta
Lindgren-Simonis Pharm,"Beahan, Littel and Ondricka Pharmacy",Łęczyca,Poland,52.0583,19.2,Pharmacy,Institution,Tesnorphine Silotamine,Antibiotics,2.0,319,638.0,June,2018,Sheila Stones,Britanny Bold,Delta
Stehr-Champlin  ,"Effertz, Heaney and Tillman Pharmaceutical Ltd",Jaworzno,Poland,50.2,19.275,Hospital,Government,Aquamycin Lacoran,Analgesics,36.0,345,12420.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie
Stehr-Champlin  ,Leffler-Russel Pharm,Konstancin-Jeziorna,Poland,52.0938,21.1176,Hospital,Private,Afluferon Entrarenone,Antimalarial,12.0,104,1248.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie
Lindgren-Simonis Pharm,Balistreri-Watsica Pharmacy,Ełk,Poland,53.8167,22.35,Pharmacy,Retail,Xenaminphen,Antimalarial,3.0,195,585.0,June,2018,Mary Gerrard,Britanny Bold,Delta
Stehr-Champlin  ,"Buckridge, Dach and Carroll Pharmaceutical Limited",Luboń,Poland,52.3333,16.8833,Hospital,Private,Alimmethate Insudase,Analgesics,5.0,624,3120.0,June,2018,Erica Jones,James Goodwill,Alfa
Lindgren-Simonis Pharm,Lockman Ltd ,Połaniec,Poland,50.4333,21.2833,Pharmacy,Institution,Aspinavir Silovance,Antibiotics,6.0,549,3294.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie
Stehr-Champlin  ,"Hills, Stroman and Ernser Pharm",Pułtusk,Poland,52.7025,21.0828,Hospital,Private,Diprolimus,Antiseptics,1.0,634,634.0,June,2018,Sheila Stones,Britanny Bold,Delta
Stehr-Champlin  ,Jakubowski Inc Pharmaceutical Limited,Bolesławiec,Poland,51.2667,15.5667,Pharmacy,Retail,Dexmeprazole Transnuvia,Mood Stabilizers,2.0,180,360.0,June,2018,Abigail Thompson,Tracy Banks,Bravo
Stehr-Champlin  ,Block-Romaguera Pharmaceutical Limited,Tarnowskie Góry,Poland,50.45,18.8667,Hospital,Private,Hydroxyprosyn,Antibiotics,4.0,220,880.0,July,2018,Daniel Gates,Alisha Cordwell,Charlie
Smith Inc ,D'Amore and Sons ,Wągrowiec,Poland,52.8,17.2,Hospital,Private,Metapatch,Antipiretics,2.0,438,876.0,July,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Carter-Conn Pharma Plc,Brwinów,Poland,52.1417,20.7167,Hospital,Private,Abilovir Aprotasol,Antipiretics,2.0,269,538.0,July,2018,Erica Jones,James Goodwill,Alfa
Prohaska-Kuhic ,Kutch-Marks Pharm,Chełm,Poland,51.1333,23.4833,Hospital,Private,Alimmethate Insudase,Analgesics,4.0,624,2496.0,July,2018,Abigail Thompson,Tracy Banks,Bravo
Stehr-Champlin  ,Okuneva-Corkery ,Kostrzyn nad Odrą,Poland,52.5883,14.6667,Hospital,Government,Ketastadil,Analgesics,10.0,763,7630.0,July,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Graham and Sons Pharmacy,Warka,Poland,51.7833,21.2,Hospital,Private,Atomorelin,Analgesics,3.0,555,1665.0,July,2018,Jimmy Grey,Alisha Cordwell,Charlie
Prohaska-Kuhic ,Miller-Satterfield Pharma Plc,Nidzica,Poland,53.3583,20.425,Hospital,Private,Abatatriptan,Antibiotics,40.0,742,29680.0,July,2018,Morris Garcia,Tracy Banks,Bravo
Smith Inc ,Roob PLC ,Świedbodzin,Poland,52.25,15.5333,Pharmacy,Institution,Flutacerol,Analgesics,80.0,745,59600.0,July,2018,Abigail Thompson,Tracy Banks,Bravo
Prohaska-Kuhic ,"Harris, Daugherty and Okuneva Pharma Plc",Krotoszyn,Poland,51.697,17.4357,Pharmacy,Retail,Kinovatol,Analgesics,45.0,370,16650.0,July,2018,Daniel Gates,Alisha Cordwell,Charlie
Stehr-Champlin  ,"Effertz, Heaney and Tillman Pharmaceutical Ltd",Jaworzno,Poland,50.2,19.275,Hospital,Government,Belavarix Benzabicin,Antibiotics,2.0,131,262.0,July,2018,Thompson Crawford,James Goodwill,Alfa
Stehr-Champlin  ,Monahan Ltd ,Oświęcim,Poland,50.0333,19.2333,Hospital,Government,Symbitrim,Analgesics,10.0,536,5360.0,July,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,"Schinner, Gaylord and Treutel Pharmaceutical Ltd",Dąbrowa Górnicza,Poland,50.3239,19.1947,Hospital,Government,Alimmethate Insudase,Analgesics,12.0,624,7488.0,July,2018,Thompson Crawford,James Goodwill,Alfa
Stehr-Champlin  ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Theopril,Antipiretics,5.0,768,3840.0,July,2018,Jimmy Grey,Alisha Cordwell,Charlie
Smith Inc ,Buckridge-Strosin Pharmaceutical Limited,Pruszków,Poland,52.1667,20.8,Hospital,Government,Solasteride,Mood Stabilizers,30.0,520,15600.0,July,2018,Stella Given,Alisha Cordwell,Charlie
Smith Inc ,Jakubowski Inc Pharmaceutical Limited,Bolesławiec,Poland,51.2667,15.5667,Pharmacy,Retail,Lovepion,Antiseptics,24.0,544,13056.0,July,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,"Hirthe, Williamson and Macejkovic Pharma Plc",Brzeg,Poland,50.8667,17.4833,Hospital,Government,Lovapur,Mood Stabilizers,3.0,551,1653.0,July,2018,Jessica Smith,Britanny Bold,Delta
Rohan   ,Stanton-Cole ,Skierniewice,Poland,51.9528,20.1417,Hospital,Private,Formolovir Amanferon,Analgesics,6.0,191,1146.0,July,2018,Erica Jones,James Goodwill,Alfa
Beier  ,Romaguera-Fay Pharmaceutical Limited,Trzemeszno,Poland,52.5614,17.8231,Pharmacy,Retail,Microroban Afatigomar,Antimalarial,20.0,478,9560.0,July,2018,Abigail Thompson,Tracy Banks,Bravo
Smith Inc ,Kuhic LLC Pharma Plc,Oborniki,Poland,52.65,16.8167,Pharmacy,Retail,Pitodomide,Antimalarial,2.0,24,48.0,July,2018,Alan Ray,James Goodwill,Alfa
Stehr-Champlin  ,Marquardt-Ryan Pharmaceutical Ltd,Węgorzewo,Poland,54.2167,21.75,Hospital,Private,Invisteride Diclomycin,Mood Stabilizers,201.0,452,90852.0,July,2018,Jimmy Grey,Alisha Cordwell,Charlie
Stehr-Champlin  ,"Greenholt, Donnelly and O'Reilly Pharmaceutical Limited",Rumia,Poland,54.5667,18.4,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,2.0,502,1004.0,July,2018,Erica Jones,James Goodwill,Alfa
Smith Inc ,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,20.0333,Pharmacy,Institution,Interfedox Pilobamol,Antiseptics,1.0,41,41.0,July,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,"Funk, Ratke and Heaney Pharmacy",Prabuty,Poland,53.7558,19.1975,Hospital,Government,Abilovir Aprotasol,Antipiretics,20.0,269,5380.0,July,2018,Jessica Smith,Britanny Bold,Delta
Stehr-Champlin  ,Buckridge-Strosin Pharmaceutical Limited,Pruszków,Poland,52.1667,20.8,Hospital,Government,Interfeferon Aspipex,Antiseptics,48.0,416,19968.0,July,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,"Cormier, Dietrich and Zulauf Pharma Plc",Puławy,Poland,51.4166,21.9694,Hospital,Government,Ibrulinum,Antipiretics,3.0,190,570.0,July,2018,Thompson Crawford,James Goodwill,Alfa
Stehr-Champlin  ,"Hirthe, Williamson and Macejkovic Pharma Plc",Brzeg,Poland,50.8667,17.4833,Hospital,Government,Antaparin Varizyme,Mood Stabilizers,20.0,513,10260.0,July,2018,Mary Gerrard,Britanny Bold,Delta
Cassin  ,Lesch PLC Pharmaceutical Ltd,Głuszyca,Poland,50.6874,16.3717,Pharmacy,Retail,Tesnorphine Silotamine,Antibiotics,5.0,319,1595.0,July,2018,Abigail Thompson,Tracy Banks,Bravo
Rogahn-Klein ,"Schmitt, Berge and Haley Pharma Plc",Kłodzko,Poland,50.4378,16.6528,Hospital,Private,Robapril,Antipiretics,10.0,453,4530.0,August,2018,Alan Ray,James Goodwill,Alfa
Stehr-Champlin  ,Feest-Roob Pharmaceutical Ltd,Wolsztyn,Poland,52.1167,16.1167,Pharmacy,Institution,Ibrulinum,Antipiretics,2.0,190,380.0,August,2018,Abigail Thompson,Tracy Banks,Bravo
Cassin  ,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government,Nisorase,Antibiotics,100.0,393,39300.0,August,2018,Anne Wu,Britanny Bold,Delta
Smith Inc ,Miller-Satterfield Pharma Plc,Nidzica,Poland,53.3583,20.425,Hospital,Private,Ionclotide,Analgesics,20.0,631,12620.0,August,2018,Jimmy Grey,Alisha Cordwell,Charlie
Rohan   ,"Kertzmann, Quitzon and Harris Pharma Plc",Reszel,Poland,54.0504,21.1458,Hospital,Government,Halcifergen Nevazone,Antimalarial,20.0,710,14200.0,August,2018,Sheila Stones,Britanny Bold,Delta
Beier  ,Hill Ltd ,Gliwice,Poland,50.2976,18.6766,Pharmacy,Retail,Abilovir Aprotasol,Antipiretics,100.0,269,26900.0,August,2018,Steve Pepple,Tracy Banks,Bravo
Smith Inc ,"Johnson, Friesen and Torphy Pharma Plc",Gryfino,Poland,53.2524,14.4883,Hospital,Government,Neuropogen Empibax,Analgesics,12.0,605,7260.0,August,2018,Stella Given,Alisha Cordwell,Charlie
